Company,Week,Demographic,Book,Units Sold,Revenue,Profit
Waterstones,26,Older Adult (56+),Off Season,132,1254.0,526.68
Waterstones,26,Older Adult (56+),Offspring,123,1168.5,490.77
Waterstones,26,Older Adult (56+),Red,159,1510.5,634.41
Waterstones,26,Older Adult (56+),The Lost,52,494.0,207.48
Waterstones,26,Older Adult (56+),Ladies Night,171,1624.5,682.29
Waterstones,26,Older Adult (56+),Joyride,69,655.5,275.31
Waterstones,26,Older Adult (56+),Stranglehold,177,1681.5,706.23
Waterstones,27,Teen (13-19),The Girl Next Door,45,427.5,179.54999999999998
Waterstones,27,Teen (13-19),Off Season,44,418.0,175.56
Waterstones,27,Teen (13-19),Offspring,38,361.0,151.62
Waterstones,27,Teen (13-19),Red,178,1691.0,710.22
Waterstones,27,Teen (13-19),The Lost,167,1586.5,666.3299999999999
Waterstones,27,Teen (13-19),Ladies Night,174,1653.0,694.26
Waterstones,27,Teen (13-19),Joyride,29,275.5,115.71
Waterstones,27,Teen (13-19),Stranglehold,127,1206.5,506.72999999999996
Waterstones,27,Young Adult (20-35),The Girl Next Door,188,1786.0,750.12
Waterstones,27,Young Adult (20-35),Off Season,138,1311.0,550.62
Waterstones,27,Young Adult (20-35),Offspring,140,1330.0,558.6
Waterstones,27,Young Adult (20-35),Red,161,1529.5,642.39
Waterstones,27,Young Adult (20-35),The Lost,123,1168.5,490.77
Waterstones,27,Young Adult (20-35),Ladies Night,61,579.5,243.39
Waterstones,27,Young Adult (20-35),Joyride,91,864.5,363.09
Waterstones,27,Young Adult (20-35),Stranglehold,120,1140.0,478.79999999999995
Waterstones,27,Adult (36-55),The Girl Next Door,109,1035.5,434.90999999999997
Waterstones,27,Adult (36-55),Off Season,98,931.0,391.02
Waterstones,27,Adult (36-55),Offspring,176,1672.0,702.24
Waterstones,27,Adult (36-55),Red,187,1776.5,746.13
Waterstones,27,Adult (36-55),The Lost,114,1083.0,454.85999999999996
Waterstones,27,Adult (36-55),Ladies Night,108,1026.0,430.91999999999996
Waterstones,27,Adult (36-55),Joyride,155,1472.5,618.4499999999999
Waterstones,27,Adult (36-55),Stranglehold,59,560.5,235.41
Waterstones,27,Older Adult (56+),The Girl Next Door,199,1890.5,794.01
Waterstones,27,Older Adult (56+),Off Season,189,1795.5,754.11
Waterstones,27,Older Adult (56+),Offspring,26,247.0,103.74
Waterstones,27,Older Adult (56+),Red,45,427.5,179.54999999999998
Waterstones,27,Older Adult (56+),The Lost,125,1187.5,498.75
Waterstones,27,Older Adult (56+),Ladies Night,99,940.5,395.01
Waterstones,27,Older Adult (56+),Joyride,179,1700.5,714.2099999999999
Waterstones,27,Older Adult (56+),Stranglehold,46,437.0,183.54
Waterstones,28,Teen (13-19),The Girl Next Door,95,902.5,379.05
Waterstones,28,Teen (13-19),Off Season,141,1339.5,562.59
Waterstones,28,Teen (13-19),Offspring,41,389.5,163.59
Waterstones,28,Teen (13-19),Red,37,351.5,147.63
Waterstones,28,Teen (13-19),The Lost,20,190.0,79.8
Waterstones,28,Teen (13-19),Ladies Night,198,1881.0,790.02
Waterstones,28,Teen (13-19),Joyride,142,1349.0,566.5799999999999
Waterstones,28,Teen (13-19),Stranglehold,90,855.0,359.09999999999997
Waterstones,28,Young Adult (20-35),The Girl Next Door,25,237.5,99.75
Waterstones,28,Young Adult (20-35),Off Season,73,693.5,291.27
Waterstones,28,Young Adult (20-35),Offspring,46,437.0,183.54
Waterstones,28,Young Adult (20-35),Red,134,1273.0,534.66
Waterstones,28,Young Adult (20-35),The Lost,42,399.0,167.57999999999998
Waterstones,28,Young Adult (20-35),Ladies Night,161,1529.5,642.39
Waterstones,28,Young Adult (20-35),Joyride,197,1871.5,786.03
Waterstones,28,Young Adult (20-35),Stranglehold,145,1377.5,578.55
Waterstones,28,Adult (36-55),The Girl Next Door,105,997.5,418.95
Waterstones,28,Adult (36-55),Off Season,151,1434.5,602.49
Waterstones,28,Adult (36-55),Offspring,175,1662.5,698.25
Waterstones,28,Adult (36-55),Red,53,503.5,211.47
Waterstones,28,Adult (36-55),The Lost,96,912.0,383.03999999999996
Waterstones,28,Adult (36-55),Ladies Night,175,1662.5,698.25
Waterstones,28,Adult (36-55),Joyride,59,560.5,235.41
Waterstones,28,Adult (36-55),Stranglehold,192,1824.0,766.0799999999999
Waterstones,28,Older Adult (56+),The Girl Next Door,46,437.0,183.54
Waterstones,28,Older Adult (56+),Off Season,71,674.5,283.28999999999996
Waterstones,28,Older Adult (56+),Offspring,151,1434.5,602.49
Waterstones,28,Older Adult (56+),Red,157,1491.5,626.43
Waterstones,28,Older Adult (56+),The Lost,148,1406.0,590.52
Waterstones,28,Older Adult (56+),Ladies Night,66,627.0,263.34
Waterstones,28,Older Adult (56+),Joyride,41,389.5,163.59
Waterstones,28,Older Adult (56+),Stranglehold,146,1387.0,582.54
Waterstones,29,Teen (13-19),The Girl Next Door,66,627.0,263.34
Waterstones,29,Teen (13-19),Off Season,98,931.0,391.02
Waterstones,29,Teen (13-19),Offspring,167,1586.5,666.3299999999999
Waterstones,29,Teen (13-19),Red,153,1453.5,610.47
Waterstones,29,Teen (13-19),The Lost,32,304.0,127.67999999999999
Waterstones,29,Teen (13-19),Ladies Night,43,408.5,171.57
Waterstones,29,Teen (13-19),Joyride,66,627.0,263.34
Waterstones,29,Teen (13-19),Stranglehold,193,1833.5,770.0699999999999
Waterstones,29,Young Adult (20-35),The Girl Next Door,45,427.5,179.54999999999998
Waterstones,29,Young Adult (20-35),Off Season,124,1178.0,494.76
Waterstones,29,Young Adult (20-35),Offspring,24,228.0,95.75999999999999
Waterstones,29,Young Adult (20-35),Red,49,465.5,195.51
Waterstones,29,Young Adult (20-35),The Lost,105,997.5,418.95
Waterstones,29,Young Adult (20-35),Ladies Night,83,788.5,331.17
Waterstones,29,Young Adult (20-35),Joyride,31,294.5,123.69
Waterstones,29,Young Adult (20-35),Stranglehold,173,1643.5,690.27
Waterstones,29,Adult (36-55),The Girl Next Door,37,351.5,147.63
Waterstones,29,Adult (36-55),Off Season,161,1529.5,642.39
Waterstones,29,Adult (36-55),Offspring,195,1852.5,778.05
Waterstones,29,Adult (36-55),Red,40,380.0,159.6
Waterstones,29,Adult (36-55),The Lost,93,883.5,371.07
Waterstones,29,Adult (36-55),Ladies Night,177,1681.5,706.23
Waterstones,29,Adult (36-55),Joyride,129,1225.5,514.71
Waterstones,29,Adult (36-55),Stranglehold,120,1140.0,478.79999999999995
Waterstones,29,Older Adult (56+),The Girl Next Door,107,1016.5,426.93
Waterstones,29,Older Adult (56+),Off Season,161,1529.5,642.39
Waterstones,29,Older Adult (56+),Offspring,83,788.5,331.17
Waterstones,29,Older Adult (56+),Red,91,864.5,363.09
Waterstones,29,Older Adult (56+),The Lost,30,285.0,119.69999999999999
Waterstones,29,Older Adult (56+),Ladies Night,119,1130.5,474.81
Waterstones,29,Older Adult (56+),Joyride,107,1016.5,426.93
Waterstones,29,Older Adult (56+),Stranglehold,192,1824.0,766.0799999999999
Waterstones,30,Teen (13-19),The Girl Next Door,92,874.0,367.08
Waterstones,30,Teen (13-19),Off Season,106,1007.0,422.94
Waterstones,30,Teen (13-19),Offspring,139,1320.5,554.61
Waterstones,30,Teen (13-19),Red,68,646.0,271.32
Waterstones,30,Teen (13-19),The Lost,131,1244.5,522.6899999999999
Waterstones,30,Teen (13-19),Ladies Night,159,1510.5,634.41
Waterstones,30,Teen (13-19),Joyride,93,883.5,371.07
Waterstones,30,Teen (13-19),Stranglehold,175,1662.5,698.25
Waterstones,30,Young Adult (20-35),The Girl Next Door,146,1387.0,582.54
Waterstones,30,Young Adult (20-35),Off Season,136,1292.0,542.64
Waterstones,30,Young Adult (20-35),Offspring,93,883.5,371.07
Waterstones,30,Young Adult (20-35),Red,84,798.0,335.15999999999997
Waterstones,30,Young Adult (20-35),The Lost,27,256.5,107.72999999999999
Waterstones,30,Young Adult (20-35),Ladies Night,20,190.0,79.8
Waterstones,30,Young Adult (20-35),Joyride,51,484.5,203.48999999999998
Waterstones,30,Young Adult (20-35),Stranglehold,125,1187.5,498.75
Waterstones,30,Adult (36-55),The Girl Next Door,27,256.5,107.72999999999999
Waterstones,30,Adult (36-55),Off Season,28,266.0,111.72
Waterstones,30,Adult (36-55),Offspring,99,940.5,395.01
Waterstones,30,Adult (36-55),Red,161,1529.5,642.39
Waterstones,30,Adult (36-55),The Lost,194,1843.0,774.06
Waterstones,30,Adult (36-55),Ladies Night,92,874.0,367.08
Waterstones,30,Adult (36-55),Joyride,128,1216.0,510.71999999999997
Waterstones,30,Adult (36-55),Stranglehold,175,1662.5,698.25
Waterstones,30,Older Adult (56+),The Girl Next Door,144,1368.0,574.56
Waterstones,30,Older Adult (56+),Off Season,22,209.0,87.78
Waterstones,30,Older Adult (56+),Offspring,20,190.0,79.8
Waterstones,30,Older Adult (56+),Red,189,1795.5,754.11
Waterstones,30,Older Adult (56+),The Lost,133,1263.5,530.67
Waterstones,30,Older Adult (56+),Ladies Night,170,1615.0,678.3
Waterstones,30,Older Adult (56+),Joyride,116,1102.0,462.84
Waterstones,30,Older Adult (56+),Stranglehold,191,1814.5,762.0899999999999
Waterstones,31,Teen (13-19),The Girl Next Door,185,1757.5,738.15
Waterstones,31,Teen (13-19),Off Season,109,1035.5,434.90999999999997
Waterstones,31,Teen (13-19),Offspring,147,1396.5,586.53
Waterstones,31,Teen (13-19),Red,106,1007.0,422.94
Waterstones,31,Teen (13-19),The Lost,163,1548.5,650.37
Waterstones,31,Teen (13-19),Ladies Night,154,1463.0,614.4599999999999
Waterstones,31,Teen (13-19),Joyride,119,1130.5,474.81
Waterstones,31,Teen (13-19),Stranglehold,44,418.0,175.56
Waterstones,31,Young Adult (20-35),The Girl Next Door,100,950.0,399.0
Waterstones,31,Young Adult (20-35),Off Season,81,769.5,323.19
Waterstones,31,Young Adult (20-35),Offspring,42,399.0,167.57999999999998
Waterstones,31,Young Adult (20-35),Red,174,1653.0,694.26
Waterstones,31,Young Adult (20-35),The Lost,181,1719.5,722.1899999999999
Waterstones,31,Young Adult (20-35),Ladies Night,111,1054.5,442.89
Waterstones,31,Young Adult (20-35),Joyride,133,1263.5,530.67
Waterstones,31,Young Adult (20-35),Stranglehold,107,1016.5,426.93
Waterstones,31,Adult (36-55),The Girl Next Door,30,285.0,119.69999999999999
Waterstones,31,Adult (36-55),Off Season,62,589.0,247.38
Waterstones,31,Adult (36-55),Offspring,96,912.0,383.03999999999996
Waterstones,31,Adult (36-55),Red,58,551.0,231.42
Waterstones,31,Adult (36-55),The Lost,137,1301.5,546.63
Waterstones,31,Adult (36-55),Ladies Night,126,1197.0,502.74
Waterstones,31,Adult (36-55),Joyride,93,883.5,371.07
Waterstones,31,Adult (36-55),Stranglehold,93,883.5,371.07
Waterstones,31,Older Adult (56+),The Girl Next Door,150,1425.0,598.5
Waterstones,31,Older Adult (56+),Off Season,110,1045.0,438.9
Waterstones,31,Older Adult (56+),Offspring,81,769.5,323.19
Waterstones,31,Older Adult (56+),Red,27,256.5,107.72999999999999
Waterstones,31,Older Adult (56+),The Lost,132,1254.0,526.68
Waterstones,31,Older Adult (56+),Ladies Night,127,1206.5,506.72999999999996
Waterstones,31,Older Adult (56+),Joyride,146,1387.0,582.54
Waterstones,31,Older Adult (56+),Stranglehold,77,731.5,307.22999999999996
Waterstones,32,Teen (13-19),The Girl Next Door,172,1634.0,686.28
Waterstones,32,Teen (13-19),Off Season,58,551.0,231.42
Waterstones,32,Teen (13-19),Offspring,116,1102.0,462.84
Waterstones,32,Teen (13-19),Red,136,1292.0,542.64
Waterstones,32,Teen (13-19),The Lost,118,1121.0,470.82
Waterstones,32,Teen (13-19),Ladies Night,20,190.0,79.8
Waterstones,32,Teen (13-19),Joyride,43,408.5,171.57
Waterstones,32,Teen (13-19),Stranglehold,189,1795.5,754.11
Waterstones,32,Young Adult (20-35),The Girl Next Door,22,209.0,87.78
Waterstones,32,Young Adult (20-35),Off Season,158,1501.0,630.42
Waterstones,32,Young Adult (20-35),Offspring,187,1776.5,746.13
Waterstones,32,Young Adult (20-35),Red,28,266.0,111.72
Waterstones,32,Young Adult (20-35),The Lost,157,1491.5,626.43
Waterstones,32,Young Adult (20-35),Ladies Night,171,1624.5,682.29
Waterstones,32,Young Adult (20-35),Joyride,20,190.0,79.8
Waterstones,32,Young Adult (20-35),Stranglehold,124,1178.0,494.76
Waterstones,32,Adult (36-55),The Girl Next Door,158,1501.0,630.42
Waterstones,32,Adult (36-55),Off Season,64,608.0,255.35999999999999
Waterstones,32,Adult (36-55),Offspring,79,750.5,315.21
Waterstones,32,Adult (36-55),Red,25,237.5,99.75
Waterstones,32,Adult (36-55),The Lost,137,1301.5,546.63
Waterstones,32,Adult (36-55),Ladies Night,65,617.5,259.34999999999997
Waterstones,32,Adult (36-55),Joyride,38,361.0,151.62
Waterstones,32,Adult (36-55),Stranglehold,36,342.0,143.64
Waterstones,32,Older Adult (56+),The Girl Next Door,188,1786.0,750.12
Waterstones,32,Older Adult (56+),Off Season,53,503.5,211.47
Waterstones,32,Older Adult (56+),Offspring,143,1358.5,570.5699999999999
Waterstones,32,Older Adult (56+),Red,131,1244.5,522.6899999999999
Waterstones,32,Older Adult (56+),The Lost,162,1539.0,646.38
Waterstones,32,Older Adult (56+),Ladies Night,54,513.0,215.45999999999998
Waterstones,32,Older Adult (56+),Joyride,138,1311.0,550.62
Waterstones,32,Older Adult (56+),Stranglehold,195,1852.5,778.05
Waterstones,33,Teen (13-19),The Girl Next Door,86,817.0,343.14
Waterstones,33,Teen (13-19),Off Season,126,1197.0,502.74
Waterstones,33,Teen (13-19),Offspring,140,1330.0,558.6
Waterstones,33,Teen (13-19),Red,103,978.5,410.96999999999997
Waterstones,33,Teen (13-19),The Lost,26,247.0,103.74
Waterstones,33,Teen (13-19),Ladies Night,145,1377.5,578.55
Waterstones,33,Teen (13-19),Joyride,166,1577.0,662.34
Waterstones,33,Teen (13-19),Stranglehold,89,845.5,355.11
Waterstones,33,Young Adult (20-35),The Girl Next Door,180,1710.0,718.1999999999999
Waterstones,33,Young Adult (20-35),Off Season,150,1425.0,598.5
Waterstones,33,Young Adult (20-35),Offspring,83,788.5,331.17
Waterstones,33,Young Adult (20-35),Red,79,750.5,315.21
Waterstones,33,Young Adult (20-35),The Lost,117,1111.5,466.83
Waterstones,33,Young Adult (20-35),Ladies Night,77,731.5,307.22999999999996
Waterstones,33,Young Adult (20-35),Joyride,199,1890.5,794.01
Waterstones,33,Young Adult (20-35),Stranglehold,79,750.5,315.21
Waterstones,33,Adult (36-55),The Girl Next Door,48,456.0,191.51999999999998
Waterstones,33,Adult (36-55),Off Season,86,817.0,343.14
Waterstones,33,Adult (36-55),Offspring,62,589.0,247.38
Waterstones,33,Adult (36-55),Red,123,1168.5,490.77
Waterstones,33,Adult (36-55),The Lost,100,950.0,399.0
Waterstones,33,Adult (36-55),Ladies Night,107,1016.5,426.93
Waterstones,33,Adult (36-55),Joyride,140,1330.0,558.6
Waterstones,33,Adult (36-55),Stranglehold,166,1577.0,662.34
Waterstones,33,Older Adult (56+),The Girl Next Door,91,864.5,363.09
Waterstones,33,Older Adult (56+),Off Season,187,1776.5,746.13
Waterstones,33,Older Adult (56+),Offspring,152,1444.0,606.48
Waterstones,33,Older Adult (56+),Red,196,1862.0,782.04
Waterstones,33,Older Adult (56+),The Lost,142,1349.0,566.5799999999999
Waterstones,33,Older Adult (56+),Ladies Night,92,874.0,367.08
Waterstones,33,Older Adult (56+),Joyride,81,769.5,323.19
Waterstones,33,Older Adult (56+),Stranglehold,102,969.0,406.97999999999996
Waterstones,34,Teen (13-19),The Girl Next Door,39,370.5,155.60999999999999
Waterstones,34,Teen (13-19),Off Season,28,266.0,111.72
Waterstones,34,Teen (13-19),Offspring,83,788.5,331.17
Waterstones,34,Teen (13-19),Red,43,408.5,171.57
Waterstones,34,Teen (13-19),The Lost,108,1026.0,430.91999999999996
Waterstones,34,Teen (13-19),Ladies Night,39,370.5,155.60999999999999
Waterstones,34,Teen (13-19),Joyride,180,1710.0,718.1999999999999
Waterstones,34,Teen (13-19),Stranglehold,35,332.5,139.65
Waterstones,34,Young Adult (20-35),The Girl Next Door,99,940.5,395.01
Waterstones,34,Young Adult (20-35),Off Season,193,1833.5,770.0699999999999
Waterstones,34,Young Adult (20-35),Offspring,53,503.5,211.47
Waterstones,34,Young Adult (20-35),Red,152,1444.0,606.48
Waterstones,34,Young Adult (20-35),The Lost,193,1833.5,770.0699999999999
Waterstones,34,Young Adult (20-35),Ladies Night,73,693.5,291.27
Waterstones,34,Young Adult (20-35),Joyride,178,1691.0,710.22
Waterstones,34,Young Adult (20-35),Stranglehold,59,560.5,235.41
Waterstones,34,Adult (36-55),The Girl Next Door,188,1786.0,750.12
Waterstones,34,Adult (36-55),Off Season,173,1643.5,690.27
Waterstones,34,Adult (36-55),Offspring,33,313.5,131.67
Waterstones,34,Adult (36-55),Red,117,1111.5,466.83
Waterstones,34,Adult (36-55),The Lost,181,1719.5,722.1899999999999
Waterstones,34,Adult (36-55),Ladies Night,132,1254.0,526.68
Waterstones,34,Adult (36-55),Joyride,191,1814.5,762.0899999999999
Waterstones,34,Adult (36-55),Stranglehold,169,1605.5,674.31
Waterstones,34,Older Adult (56+),The Girl Next Door,55,522.5,219.45
Waterstones,34,Older Adult (56+),Off Season,100,950.0,399.0
Waterstones,34,Older Adult (56+),Offspring,32,304.0,127.67999999999999
Waterstones,34,Older Adult (56+),Red,167,1586.5,666.3299999999999
Waterstones,34,Older Adult (56+),The Lost,134,1273.0,534.66
Waterstones,34,Older Adult (56+),Ladies Night,107,1016.5,426.93
Waterstones,34,Older Adult (56+),Joyride,30,285.0,119.69999999999999
Waterstones,34,Older Adult (56+),Stranglehold,81,769.5,323.19
Waterstones,35,Teen (13-19),The Girl Next Door,188,1786.0,750.12
Waterstones,35,Teen (13-19),Off Season,116,1102.0,462.84
Waterstones,35,Teen (13-19),Offspring,195,1852.5,778.05
Waterstones,35,Teen (13-19),Red,46,437.0,183.54
Waterstones,35,Teen (13-19),The Lost,133,1263.5,530.67
Waterstones,35,Teen (13-19),Ladies Night,119,1130.5,474.81
Waterstones,35,Teen (13-19),Joyride,22,209.0,87.78
Waterstones,35,Teen (13-19),Stranglehold,52,494.0,207.48
Waterstones,35,Young Adult (20-35),The Girl Next Door,50,475.0,199.5
Waterstones,35,Young Adult (20-35),Off Season,116,1102.0,462.84
Waterstones,35,Young Adult (20-35),Offspring,28,266.0,111.72
Waterstones,35,Young Adult (20-35),Red,148,1406.0,590.52
Waterstones,35,Young Adult (20-35),The Lost,63,598.5,251.37
Waterstones,35,Young Adult (20-35),Ladies Night,45,427.5,179.54999999999998
Waterstones,35,Young Adult (20-35),Joyride,65,617.5,259.34999999999997
Waterstones,35,Young Adult (20-35),Stranglehold,156,1482.0,622.4399999999999
Waterstones,35,Adult (36-55),The Girl Next Door,78,741.0,311.21999999999997
Waterstones,35,Adult (36-55),Off Season,59,560.5,235.41
Waterstones,35,Adult (36-55),Offspring,182,1729.0,726.18
Waterstones,35,Adult (36-55),Red,68,646.0,271.32
Waterstones,35,Adult (36-55),The Lost,144,1368.0,574.56
Waterstones,35,Adult (36-55),Ladies Night,151,1434.5,602.49
Waterstones,35,Adult (36-55),Joyride,144,1368.0,574.56
Waterstones,35,Adult (36-55),Stranglehold,140,1330.0,558.6
Waterstones,35,Older Adult (56+),The Girl Next Door,63,598.5,251.37
Waterstones,35,Older Adult (56+),Off Season,166,1577.0,662.34
Waterstones,35,Older Adult (56+),Offspring,187,1776.5,746.13
Waterstones,35,Older Adult (56+),Red,192,1824.0,766.0799999999999
Waterstones,35,Older Adult (56+),The Lost,136,1292.0,542.64
Waterstones,35,Older Adult (56+),Ladies Night,169,1605.5,674.31
Waterstones,35,Older Adult (56+),Joyride,124,1178.0,494.76
Waterstones,35,Older Adult (56+),Stranglehold,133,1263.5,530.67
Waterstones,36,Teen (13-19),The Girl Next Door,128,1216.0,510.71999999999997
Waterstones,36,Teen (13-19),Off Season,103,978.5,410.96999999999997
Waterstones,36,Teen (13-19),Offspring,127,1206.5,506.72999999999996
Waterstones,36,Teen (13-19),Red,54,513.0,215.45999999999998
Waterstones,36,Teen (13-19),The Lost,90,855.0,359.09999999999997
Waterstones,36,Teen (13-19),Ladies Night,20,190.0,79.8
Waterstones,36,Teen (13-19),Joyride,125,1187.5,498.75
Waterstones,36,Teen (13-19),Stranglehold,105,997.5,418.95
Waterstones,36,Young Adult (20-35),The Girl Next Door,34,323.0,135.66
Waterstones,36,Young Adult (20-35),Off Season,52,494.0,207.48
Waterstones,36,Young Adult (20-35),Offspring,190,1805.0,758.1
Waterstones,36,Young Adult (20-35),Red,128,1216.0,510.71999999999997
Waterstones,36,Young Adult (20-35),The Lost,181,1719.5,722.1899999999999
Waterstones,36,Young Adult (20-35),Ladies Night,76,722.0,303.24
Waterstones,36,Young Adult (20-35),Joyride,67,636.5,267.33
Waterstones,36,Young Adult (20-35),Stranglehold,164,1558.0,654.36
Waterstones,36,Adult (36-55),The Girl Next Door,93,883.5,371.07
Waterstones,36,Adult (36-55),Off Season,171,1624.5,682.29
Waterstones,36,Adult (36-55),Offspring,56,532.0,223.44
Waterstones,36,Adult (36-55),Red,88,836.0,351.12
Waterstones,36,Adult (36-55),The Lost,101,959.5,402.99
Waterstones,36,Adult (36-55),Ladies Night,150,1425.0,598.5
Waterstones,36,Adult (36-55),Joyride,85,807.5,339.15
Waterstones,36,Adult (36-55),Stranglehold,91,864.5,363.09
Waterstones,36,Older Adult (56+),The Girl Next Door,161,1529.5,642.39
Waterstones,36,Older Adult (56+),Off Season,94,893.0,375.06
Waterstones,36,Older Adult (56+),Offspring,37,351.5,147.63
Waterstones,36,Older Adult (56+),Red,174,1653.0,694.26
Waterstones,36,Older Adult (56+),The Lost,172,1634.0,686.28
Waterstones,36,Older Adult (56+),Ladies Night,148,1406.0,590.52
Waterstones,36,Older Adult (56+),Joyride,93,883.5,371.07
Waterstones,36,Older Adult (56+),Stranglehold,131,1244.5,522.6899999999999
Waterstones,37,Teen (13-19),The Girl Next Door,90,855.0,359.09999999999997
Waterstones,37,Teen (13-19),Off Season,82,779.0,327.18
Waterstones,37,Teen (13-19),Offspring,100,950.0,399.0
Waterstones,37,Teen (13-19),Red,137,1301.5,546.63
Waterstones,37,Teen (13-19),The Lost,169,1605.5,674.31
Waterstones,37,Teen (13-19),Ladies Night,145,1377.5,578.55
Waterstones,37,Teen (13-19),Joyride,184,1748.0,734.16
Waterstones,37,Teen (13-19),Stranglehold,38,361.0,151.62
Waterstones,37,Young Adult (20-35),The Girl Next Door,132,1254.0,526.68
Waterstones,37,Young Adult (20-35),Off Season,33,313.5,131.67
Waterstones,37,Young Adult (20-35),Offspring,192,1824.0,766.0799999999999
Waterstones,37,Young Adult (20-35),Red,132,1254.0,526.68
Waterstones,37,Young Adult (20-35),The Lost,164,1558.0,654.36
Waterstones,37,Young Adult (20-35),Ladies Night,59,560.5,235.41
Waterstones,37,Young Adult (20-35),Joyride,58,551.0,231.42
Waterstones,37,Young Adult (20-35),Stranglehold,140,1330.0,558.6
Waterstones,37,Adult (36-55),The Girl Next Door,69,655.5,275.31
Waterstones,37,Adult (36-55),Off Season,73,693.5,291.27
Waterstones,37,Adult (36-55),Offspring,144,1368.0,574.56
Waterstones,37,Adult (36-55),Red,51,484.5,203.48999999999998
Waterstones,37,Adult (36-55),The Lost,104,988.0,414.96
Waterstones,37,Adult (36-55),Ladies Night,130,1235.0,518.6999999999999
Waterstones,37,Adult (36-55),Joyride,49,465.5,195.51
Waterstones,37,Adult (36-55),Stranglehold,183,1738.5,730.17
Waterstones,37,Older Adult (56+),The Girl Next Door,129,1225.5,514.71
Waterstones,37,Older Adult (56+),Off Season,126,1197.0,502.74
Waterstones,37,Older Adult (56+),Offspring,132,1254.0,526.68
Waterstones,37,Older Adult (56+),Red,157,1491.5,626.43
Waterstones,37,Older Adult (56+),The Lost,94,893.0,375.06
Waterstones,37,Older Adult (56+),Ladies Night,69,655.5,275.31
Waterstones,37,Older Adult (56+),Joyride,67,636.5,267.33
Waterstones,37,Older Adult (56+),Stranglehold,186,1767.0,742.14
Waterstones,38,Teen (13-19),The Girl Next Door,98,931.0,391.02
Waterstones,38,Teen (13-19),Off Season,25,237.5,99.75
Waterstones,38,Teen (13-19),Offspring,168,1596.0,670.3199999999999
Waterstones,38,Teen (13-19),Red,194,1843.0,774.06
Waterstones,38,Teen (13-19),The Lost,20,190.0,79.8
Waterstones,38,Teen (13-19),Ladies Night,62,589.0,247.38
Waterstones,38,Teen (13-19),Joyride,91,864.5,363.09
Waterstones,38,Teen (13-19),Stranglehold,153,1453.5,610.47
Waterstones,38,Young Adult (20-35),The Girl Next Door,49,465.5,195.51
Waterstones,38,Young Adult (20-35),Off Season,91,864.5,363.09
Waterstones,38,Young Adult (20-35),Offspring,173,1643.5,690.27
Waterstones,38,Young Adult (20-35),Red,167,1586.5,666.3299999999999
Waterstones,38,Young Adult (20-35),The Lost,76,722.0,303.24
Waterstones,38,Young Adult (20-35),Ladies Night,109,1035.5,434.90999999999997
Waterstones,38,Young Adult (20-35),Joyride,58,551.0,231.42
Waterstones,38,Young Adult (20-35),Stranglehold,22,209.0,87.78
Waterstones,38,Adult (36-55),The Girl Next Door,62,589.0,247.38
Waterstones,38,Adult (36-55),Off Season,164,1558.0,654.36
Waterstones,38,Adult (36-55),Offspring,140,1330.0,558.6
Waterstones,38,Adult (36-55),Red,92,874.0,367.08
Waterstones,38,Adult (36-55),The Lost,31,294.5,123.69
Waterstones,38,Adult (36-55),Ladies Night,127,1206.5,506.72999999999996
Waterstones,38,Adult (36-55),Joyride,110,1045.0,438.9
Waterstones,38,Adult (36-55),Stranglehold,80,760.0,319.2
Waterstones,38,Older Adult (56+),The Girl Next Door,175,1662.5,698.25
Waterstones,38,Older Adult (56+),Off Season,122,1159.0,486.78
Waterstones,38,Older Adult (56+),Offspring,66,627.0,263.34
Waterstones,38,Older Adult (56+),Red,133,1263.5,530.67
Waterstones,38,Older Adult (56+),The Lost,135,1282.5,538.65
Waterstones,38,Older Adult (56+),Ladies Night,145,1377.5,578.55
Waterstones,38,Older Adult (56+),Joyride,186,1767.0,742.14
Waterstones,38,Older Adult (56+),Stranglehold,176,1672.0,702.24
Waterstones,39,Teen (13-19),The Girl Next Door,197,1871.5,786.03
Waterstones,39,Teen (13-19),Off Season,34,323.0,135.66
Waterstones,39,Teen (13-19),Offspring,160,1520.0,638.4
Waterstones,39,Teen (13-19),Red,35,332.5,139.65
Waterstones,39,Teen (13-19),The Lost,124,1178.0,494.76
Waterstones,39,Teen (13-19),Ladies Night,89,845.5,355.11
Waterstones,39,Teen (13-19),Joyride,64,608.0,255.35999999999999
Waterstones,39,Teen (13-19),Stranglehold,175,1662.5,698.25
Waterstones,39,Young Adult (20-35),The Girl Next Door,177,1681.5,706.23
Waterstones,39,Young Adult (20-35),Off Season,48,456.0,191.51999999999998
Waterstones,39,Young Adult (20-35),Offspring,63,598.5,251.37
Waterstones,39,Young Adult (20-35),Red,132,1254.0,526.68
Waterstones,39,Young Adult (20-35),The Lost,168,1596.0,670.3199999999999
Waterstones,39,Young Adult (20-35),Ladies Night,174,1653.0,694.26
Waterstones,39,Young Adult (20-35),Joyride,113,1073.5,450.87
Waterstones,39,Young Adult (20-35),Stranglehold,177,1681.5,706.23
Waterstones,39,Adult (36-55),The Girl Next Door,115,1092.5,458.84999999999997
Waterstones,39,Adult (36-55),Off Season,66,627.0,263.34
Waterstones,39,Adult (36-55),Offspring,26,247.0,103.74
Waterstones,39,Adult (36-55),Red,61,579.5,243.39
Waterstones,39,Adult (36-55),The Lost,39,370.5,155.60999999999999
